event,date,country,city,artist,album,track,isrc,linkid
click,2021-08-22,Australia,Kiama,Bazzi,I Like That,I Like That,USAT22102088,2f6e4168-fdae-4e65-967b-220bccc68780
click,2021-08-22,India,Hyderabad,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-21,United States,Roanoke,Laica,love u lately out of touch,love u lately,QM4TX2141825,08bc2f1c-5c52-4616-acbd-de4e7a62c7bc
click,2021-08-21,India,Secunderabad,Vitamin A,Happy Birthday,Happy Birthday,US3DF1612162,f563adc4-d7c6-4d70-93d0-06bab552f642
click,2021-08-21,Italy,Cagliari,"Anuel AA, Chris Jedi",Los De Siempre,Los De Siempre,USUM72112424,984156c3-74f2-4777-8f19-1f9753dc7b0e
click,2021-08-21,United States,Fort Morgan,Remble,Touchable,Touchable,USWB12101349,561bff5d-03fd-45c2-87e0-0d9593182b57
click,2021-08-21,India,Balicha,"Dixie, Rubi Rose",Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),ZZOPM2107292,3638820f-a54d-49ac-8225-96fba9ca30a9
click,2021-08-21,India,Pune,Ariana Grande,"thank u, next",7 rings,USUM71900110,184041ab-9c90-4c29-8b6b-6ac2261be2d3
click,2021-08-21,United Kingdom,London,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-21,India,Lucknow,Sofia Mills,Coffee Breath,Coffee Breath,QZBRF1845153,e9aaa390-ec48-4328-9a51-435604640f8b
click,2021-08-21,Australia,Sydney,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-21,Nigeria,Lagos,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-20,Saudi Arabia,Riyadh,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-20,Albania,Elbasan,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
click,2021-08-20,Saudi Arabia,Dammam,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-20,France,Auxerre,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-20,Iraq,Erbil,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-20,Bulgaria,Elin Pelin,Marshmello,Project Dreams,Project Dreams,TCADZ1825745,ae02a892-3a4b-4c26-8f76-876f58029998
click,2021-08-20,United States,Jamaica Plain,Capella Grey,GYALIS,GYALIS,QZFYW2156440,62d8b57e-0d63-48a0-b856-546e50130534
click,2021-08-20,Philippines,Amulung,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3
click,2021-08-20,United States,Raymond,Sueco,Paralyzed,Paralyzed,USAT22104499,52762e40-cb7a-4a8a-beb7-03fbd6cca9f8
click,2021-08-20,Saudi Arabia,Jeddah,"Sub Urban, Bella Poarch",INFERNO,INFERNO,USWB12101521,92eb2fcc-1d3a-49fe-a000-916f92f8dcf9
click,2021-08-25,France,Tremblay-les-Villages,"SpotemGottem, NLE Choppa",Beat Box 4 (with NLE Choppa),Beat Box 4 (with NLE Choppa),USUM72105416,9ab6e55f-5ea6-46d0-b9f8-3e855ce39ff7
click,2021-08-25,United States,Anchorage,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
click,2021-08-25,Kuwait,Kuwait City,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
click,2021-08-25,United States,Lakewood,Christina Perri,A Thousand Years,A Thousand Years,USAT21102141,f33886d8-612b-46c8-8d1b-db631523f1a4
click,2021-08-25,Netherlands,Amsterdam,VL4S,Umbrella,Umbrella,QZES71912980,52739682-3aac-490a-b4f2-4cf61e0a1202
click,2021-08-25,Georgia,K'alak'i T'bilisi,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f
click,2021-08-25,Georgia,K'alak'i T'bilisi,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f
click,2021-08-25,Denmark,Esbjerg,Lorde,Mood Ring,Mood Ring,NZUM72100187,29fb3f38-6d5c-4a9c-8e56-cbdf802df6b1
click,2021-08-25,United States,East Wenatchee,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),Holy Smokes,QZJ842001118,eedc8702-6bd2-499a-972f-260c35f72e0f
click,2021-08-25,India,Amritsar,Uzumaki Baka,Agar Tum Sath Ho Remix,Agar Tum Sath Ho Remix,BXY5K2118446,92699f7a-acc7-4262-af67-12ffbd31d17d
click,2021-08-24,Saudi Arabia,Jeddah,"Lunay, Anitta",El Niño,TODO O NADA,USA2P2117978,33335d11-744e-481b-9ba7-30086ca46edd
click,2021-08-24,United States,Tucson,"Gunna, Taurus",9 TIMES OUTTA 10,9 TIMES OUTTA 10,QMCE32100707,03efbdd8-a128-4edb-972a-6f1476b89cae
click,2021-08-24,India,Delhi,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-24,United Arab Emirates,Sharjah,"Summer Walker, Drake",Last Day Of Summer,Girls Need Love (with Drake) - Remix,USUM71903117,580817fb-96bd-4418-9d61-6adcbf483186
click,2021-08-24,Australia,Dubbo,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-24,India,New Delhi,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3
click,2021-08-24,United States,Columbia,Kidd Kenn,Get Lit,Get Lit,USUM72109436,83ed06b2-f8c4-4a3a-b47c-5b790a042d88
click,2021-08-24,India,Delhi,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-24,India,Mangalore,"Tiësto, KAROL G",Don't Be Shy,Don't Be Shy,CYA112000981,69f88cfa-3a80-48f4-89ac-61fdc0cc43bf
click,2021-08-24,France,Melun,"Lunay, Anitta",El Niño,TODO O NADA,USA2P2117978,33335d11-744e-481b-9ba7-30086ca46edd
click,2021-08-22,Pakistan,Faisalabad,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3
click,2021-08-22,France,Unknown,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
click,2021-08-22,India,Vijayawada,"Dixie, Rubi Rose",Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),ZZOPM2107292,3638820f-a54d-49ac-8225-96fba9ca30a9
click,2021-08-22,India,Bengaluru,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-22,Iraq,Baghdad,Cardi B,Up,Up,USAT22100061,9d847c0e-6824-438f-9dc1-d76fca6dc87c
click,2021-08-22,India,Pune,Trey Songz,Trigga Reloaded,Slow Motion,USAT21405436,a4cf1b2b-8f86-4ee8-be6c-a0adc4fcf32e
click,2021-08-22,Palestine,Unknown,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-22,India,Vijayawada,Justin Bieber,Mari Berdansa,Yummy,USUM71923046,638b0c7a-8f87-47c0-b444-8ac66d3d7054
click,2021-08-22,India,Mumbai,Groove Delight,San Andreas,San Andreas - Radio Edit,ES71G1633735,5df02edc-daea-47f0-ac73-0ca9441dfae9
click,2021-08-21,India,Ahmedabad,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-21,Azerbaijan,Baku,"Pop Smoke, 21 Savage, 42 Dugg",Faith,Bout A Million (feat. 42 Dugg & 21 Savage),USUM72112386,9ca8ca2d-3507-4287-8f66-a80314dc7169
click,2021-08-21,Pakistan,Lahore,"Sub Urban, Bella Poarch",INFERNO,INFERNO,USWB12101521,92eb2fcc-1d3a-49fe-a000-916f92f8dcf9
click,2021-08-21,Saudi Arabia,Riyadh,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3
click,2021-08-21,India,Raipur,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-21,Pakistan,Karachi,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
click,2021-08-21,India,Pune,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-21,Jordan,Amman,KT Tunstall,Eye To The Telescope,Suddenly I See,GBGLM0400069,f8db7f38-1ca1-4988-a618-ab3830405cf8
click,2021-08-21,Saudi Arabia,Riyadh,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-21,United Kingdom,Birmingham,KA$HDAMI,epiphany,Reparations!,QZFYY2115255,9c61dba1-9369-4ee4-a215-1d34581cd811
click,2021-08-25,Morocco,Marrakesh,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
click,2021-08-25,Mali,Bamako,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3
click,2021-08-25,Turkey,Van,"Surfaces, Tai Verdes",Sheesh!,Sheesh!,QZJ842001135,5dacbf0e-f422-4a48-b432-d8d7ad5c60c4
click,2021-08-25,India,New Delhi,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
click,2021-08-25,Kuwait,Kuwait City,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,Kenya,Nairobi,Plain White T's,All That We Needed,Hey There Delilah,US5260507213,d4222091-3029-4709-b054-ae4760d8c556
click,2021-08-25,Cameroon,Unknown,VL4S,Umbrella,Umbrella,QZES71912980,52739682-3aac-490a-b4f2-4cf61e0a1202
click,2021-08-25,Saudi Arabia,Riyadh,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,Netherlands,Amsterdam,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,United States,San Antonio,Nohidea,Esuna,falling down (feat. shiloh),QM42K1742835,eb64dde2-68be-4717-9762-85af891ed7db
click,2021-08-24,Pakistan,Karachi,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-24,India,Chiplun,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
click,2021-08-24,Mozambique,Beira,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
click,2021-08-24,Saudi Arabia,Khobar,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-24,Saudi Arabia,Jeddah,"Pop Smoke, 21 Savage, 42 Dugg",Faith,Bout A Million (feat. 42 Dugg & 21 Savage),USUM72112386,9ca8ca2d-3507-4287-8f66-a80314dc7169
click,2021-08-24,Netherlands,Amsterdam,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-24,Australia,Sydney,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,ITB002100115,7d5f284b-8e57-4d74-adc6-3a757aaf3494
click,2021-08-24,India,Jodhpur,Lorde,Mood Ring,Mood Ring,NZUM72100187,29fb3f38-6d5c-4a9c-8e56-cbdf802df6b1
click,2021-08-24,United Arab Emirates,Dubai,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-24,Senegal,Dakar,Beth,Love Songs,I Need Your Love,TCACO1633038,d50fe37d-b227-456f-a234-eb94414f6982
click,2021-08-21,Saudi Arabia,Riyadh,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-21,Ivory Coast,Abidjan,"El Alfa, Chael Produciendo, CJ, El Cherry Scom",La Mamá de la Mamá,La Mamá de la Mamá,uscgj2190595,e588ad9d-e5b1-4750-8b34-5040a53ac4f2
click,2021-08-21,United States,Atlanta,Kevin Gates,I'm Him,Walls Talking,USAT21905219,6af404b1-6aab-4c6d-9a25-f6cf7454f607
click,2021-08-21,Saudi Arabia,Jeddah,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-21,Spain,Las Palmas de Gran Canaria,"Lola Indigo, TINI, Belinda",La Niña,La Niña de la Escuela,ES5702100732,7c8bbf79-21c7-4b33-acaf-c8bf5a45c333
click,2021-08-22,United States,North Las Vegas,Remble,Touchable,Touchable,USWB12101349,561bff5d-03fd-45c2-87e0-0d9593182b57
click,2021-08-22,Saudi Arabia,Riyadh,"Tiësto, KAROL G",Don't Be Shy,Don't Be Shy,CYA112000981,69f88cfa-3a80-48f4-89ac-61fdc0cc43bf
click,2021-08-22,Turkey,Ankara,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-22,France,Unknown,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-22,Kuwait,Kuwait City,Ed Sheeran,÷ (Deluxe),Perfect,GBAHS1700024,7ba36fe9-da9f-4f14-ac38-920d0346cc3b
click,2021-08-21,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-21,France,Reveillon,gnash,us,"i hate u, i love u (feat. olivia o'brien)",USAT21601051,1210448a-5857-4b98-86d1-5cf4bb993a08
click,2021-08-21,France,Metz,Megan Thee Stallion,Thot Shit,Thot Shit,QMCE32100340,f6d1717b-7707-4747-a048-37a36bf4048c
click,2021-08-21,Saudi Arabia,Riyadh,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
click,2021-08-21,Saudi Arabia,Jeddah,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
click,2021-08-21,India,Mysore,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-21,Senegal,Unknown,Bazzi,I Like That,I Like That,USAT22102088,2f6e4168-fdae-4e65-967b-220bccc68780
click,2021-08-21,Mauritania,Unknown,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-21,France,Nice,ssgkobe,Calabasas,Calabasas,CA5KR2153453,3fa6932f-263a-4a67-af57-e5a0d4f80fee
click,2021-08-21,United States,Dalton,Dante9k,Spongebob,Spongebob,QZFYZ2047242,72735803-aa4d-4b0a-ae34-8093b6c5b2eb
click,2021-08-19,United States,Unknown,42 Dugg,Young & Turnt 2,Mr. Woody,,df02d2d6-dfa1-5eb0-b594-02c47cc702a3
click,2021-08-19,United States,Jamaica Plain,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f
click,2021-08-19,United States,Columbia,KA$HDAMI,epiphany,Reparations!,QZFYY2115255,9c61dba1-9369-4ee4-a215-1d34581cd811
click,2021-08-19,Oman,Muscat,Pop Smoke,Meet The Woo,Dior,USUM71914275,e0e33efc-c062-4fa7-97d1-2c3d14432455
click,2021-08-19,United States,Long Beach,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f
click,2021-08-19,United States,Smyrna,Playboi Carti,Playboi Carti,Flex,,da716f40-265b-5ce5-a13d-be15a234f14e
click,2021-08-19,Libya,Benghazi,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-19,United Kingdom,Huddersfield,Cassie,Cassie (U.S. Version),Me & U,USBB40610361,ca74d4ae-51ce-451d-8bd7-809443d1798a
click,2021-08-19,United States,Fargo,Babyface Ray,Meg The Stallion (feat. Veeze),Meg The Stallion (feat. Veeze),,20912e90-612d-5049-91b7-87ed0549c62d
click,2021-08-19,Haiti,Port-au-Prince,PinkPantheress,Pain,Pain,QZFZ52145391,fd647d87-4c7a-4dd1-92c6-0e7dd7fdf4f1
click,2021-08-24,United States,Albuquerque,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-24,France,Upie,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f
click,2021-08-24,India,Patna,Sean Paul,The Trinity,Temperature,USAT20505520,04ba6b17-1055-4f0e-a75e-3cdb0d0d4106
click,2021-08-24,India,Sonipat,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-24,Senegal,Dakar,Catie Turner,Heartbroken and Milking It,Love on the Moon,USAT22102774,d601f481-873f-49d5-a313-3d4aed53da78
click,2021-08-24,Tanzania,Unknown,"Lunay, Anitta",El Niño,TODO O NADA,USA2P2117978,33335d11-744e-481b-9ba7-30086ca46edd
click,2021-08-24,Pakistan,Karachi,Kreepa,Oh No (Instrumental),Oh No (Instrumental),USUYG1343455,44fba5ca-b565-4baa-bba0-c136c5042823
click,2021-08-24,India,Jaipur,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-24,Bangladesh,Chittagong,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-24,Jordan,Amman,Justin Bieber,Mari Berdansa,Yummy,USUM71923046,638b0c7a-8f87-47c0-b444-8ac66d3d7054
click,2021-08-19,Saudi Arabia,Jeddah,The Notorious B.I.G.,Bad Boy 20th Anniversary Box Set Edition,Big Poppa - 2016 Remaster,USRH11604386,7f5b7f03-2494-4150-ba6d-01f4ac2688b9
click,2021-08-19,United States,Midlothian,KanKan,Fraction,Fraction,,52e2f1ed-0371-5d1b-afca-275a4ce22dcf
click,2021-08-22,United States,Unknown,"Nelly, Kelly Rowland",Nellyville,Dilemma,USUR10200370,8d4a17c2-c34c-4fd2-98c1-b9b561c47a20
click,2021-08-22,Mexico,Unknown,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-22,United States,Tampa,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-22,Canada,Kitchener,Remble,Touchable,Touchable,USWB12101349,561bff5d-03fd-45c2-87e0-0d9593182b57
click,2021-08-22,United States,Allison Park,Surf Curse,Freaks,Freaks,USAT22102269,631c210a-b92b-4218-89ae-99a9a13c6d99
click,2021-08-22,Saudi Arabia,Jeddah,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-22,United States,Bluffton,"Kurt Stewart, Lomme",Pegan Hill,Moonlight,GBKQU2145614,92466da5-ec5d-4c0c-af9a-74213285c93c
click,2021-08-22,Canada,Repentigny,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-22,India,Mysore,"Lola Indigo, TINI, Belinda",La Niña,La Niña de la Escuela,ES5702100732,7c8bbf79-21c7-4b33-acaf-c8bf5a45c333
click,2021-08-22,United States,Haines City,"A Boogie Wit da Hoodie, Lil Durk",24 Hours (feat. Lil Durk),24 Hours (feat. Lil Durk),USAT22102270,f4da6960-c98b-4626-b7b2-6a48f846b940
click,2021-08-25,Jordan,Amman,Ed Sheeran,÷ (Deluxe),Perfect,GBAHS1700024,7ba36fe9-da9f-4f14-ac38-920d0346cc3b
click,2021-08-25,United States,Chillicothe,Dante9k,Spongebob,Spongebob,QZFYZ2047242,72735803-aa4d-4b0a-ae34-8093b6c5b2eb
click,2021-08-25,Turkey,Istanbul,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
click,2021-08-25,Austria,Vienna,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-25,Saudi Arabia,Jeddah,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f
click,2021-08-25,United Arab Emirates,Sharjah,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-25,United States,Florissant,KA$HDAMI,epiphany,Reparations!,QZFYY2115255,9c61dba1-9369-4ee4-a215-1d34581cd811
click,2021-08-25,Saudi Arabia,Jeddah,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
click,2021-08-25,United States,Saint Paul,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,Guinea,Unknown,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,Saudi Arabia,Jeddah,Mohamed Hamaki,Kol Yom Men Dah,Baeit Maah,EGA1C1900007,52db3420-2f56-4d7d-8b53-57ad96b337d4
click,2021-08-25,United States,Hesperia,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-25,Jordan,Amman,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,Iraq,Sulaymaniyah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,United States,Phoenix,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-25,United States,Las Vegas,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b
click,2021-08-25,Egypt,Cairo,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,United States,Grimes,potsu,[oops],[oops],QM42K1738773,5014b22d-223f-409d-b442-02366786548c
click,2021-08-25,Saudi Arabia,Jeddah,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-25,United States,Medford,Groove Delight,San Andreas,San Andreas - Radio Edit,ES71G1633735,5df02edc-daea-47f0-ac73-0ca9441dfae9
click,2021-08-20,India,Shimla,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25
click,2021-08-20,Canada,Longueuil,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-20,Bahrain,Unknown,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
click,2021-08-20,United Kingdom,Newquay,KT Tunstall,Eye To The Telescope,Suddenly I See,GBGLM0400069,f8db7f38-1ca1-4988-a618-ab3830405cf8
click,2021-08-20,Iraq,Unknown,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-20,Australia,Brunswick,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-20,United Kingdom,Glasgow,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-20,India,Pune,FINNEAS,Let’s Fall In Love For The Night,Let's Fall in Love for the Night,GBKPL1825156,039399d5-1963-46af-ac8d-5eae07a42fc8
click,2021-08-20,United States,Houston,Capella Grey,GYALIS,GYALIS,QZFYW2156440,62d8b57e-0d63-48a0-b856-546e50130534
click,2021-08-20,Ethiopia,Unknown,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,India,Mohali,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
click,2021-08-25,Dominican Republic,Santo Domingo Este,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
